location,location_code,year,incidence_per_100k,tb_deaths_all_ages,case_detection_rate,treatment_success_new_tb,treatment_success_mdr_tb,treatment_success_xdr_tb,tb_incident_hiv_share,tb_deaths_under_five,date,disease,frequency,period_days,metric,metric_label,value,new_cases_clean,published_smoothed,total_cases,total_deaths,new_deaths,is_negative_case_correction,is_negative_death_correction,source_population,source_density_per_km2,source_gdp_per_capita,source,quality_flag,who_tb_deaths_rate_per_100k,who_tb_deaths_rate_per_100k_low,who_tb_deaths_rate_per_100k_high,who_tb_treatment_coverage_percent,who_tb_treatment_coverage_percent_low,who_tb_treatment_coverage_percent_high,who_tb_new_relapse_cases,who_tb_new_relapse_cases_low,who_tb_new_relapse_cases_high,who_tb_deaths_excluding_hiv_count,who_tb_deaths_excluding_hiv_count_low,who_tb_deaths_excluding_hiv_count_high,who_tb_incident_hiv_positive_count,who_tb_incident_hiv_positive_count_low,who_tb_incident_hiv_positive_count_high,who_tb_incident_hiv_positive_per_100k,who_tb_incident_hiv_positive_per_100k_low,who_tb_incident_hiv_positive_per_100k_high,who_tb_treatment_success_previously_treated_percent,who_tb_treatment_success_previously_treated_percent_low,who_tb_treatment_success_previously_treated_percent_high,who_tb_mdr_treatment_success_percent,who_tb_mdr_treatment_success_percent_low,who_tb_mdr_treatment_success_percent_high,who_tb_smear_positive_treatment_success_percent,who_tb_smear_positive_treatment_success_percent_low,who_tb_smear_positive_treatment_success_percent_high,who_tb_hiv_status_known_percent,who_tb_hiv_status_known_percent_low,who_tb_hiv_status_known_percent_high,who_tb_hiv_positive_percent,who_tb_hiv_positive_percent_low,who_tb_hiv_positive_percent_high,who_tb_notified_cases_count,who_tb_notified_cases_count_low,who_tb_notified_cases_count_high,who_tb_hiv_positive_on_art_percent,who_tb_hiv_positive_on_art_percent_low,who_tb_hiv_positive_on_art_percent_high,who_tb_smear_positive_case_detection_percent,who_tb_smear_positive_case_detection_percent_low,who_tb_smear_positive_case_detection_percent_high,who_tb_mdr_rr_incident_count,who_tb_mdr_rr_incident_count_low,who_tb_mdr_rr_incident_count_high,who_tb_mdr_treatment_started_count,who_tb_mdr_treatment_started_count_low,who_tb_mdr_treatment_started_count_high,who_tb_new_cases_rr_mdr_tested_percent,who_tb_new_cases_rr_mdr_tested_percent_low,who_tb_new_cases_rr_mdr_tested_percent_high,who_tb_previously_treated_rr_mdr_tested_percent,who_tb_previously_treated_rr_mdr_tested_percent_low,who_tb_previously_treated_rr_mdr_tested_percent_high
India,IND,2019,202.0,422634.0,77.0,84.0,,,2.6,5033.0,2019-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,202.0,202.0,,,422634.0,422634.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,23.0,17.0,30.0,77.0,69.0,87.0,2162323.0,,,322000.0,242000.0,415000.0,73000.0,58000.0,91000.0,5.0,3.4,6.9,77.0,,,57.0,,,,,,83.0,,,2.6,,,,,,95.0,,,,,,120000.0,95000.0,140000.0,60858.0,,,77.0,,,82.0,,
India,IND,2020,197.0,,59.0,,,,2.0,,2020-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,197.0,197.0,,,,,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,21.0,16.0,26.0,59.0,51.0,68.0,1629301.0,,,295000.0,230000.0,368000.0,56000.0,43000.0,71000.0,3.8,2.6,5.2,80.0,,,69.0,,,,,,92.0,,,2.0,,,,,,95.0,,,,,,120000.0,95000.0,140000.0,42505.0,,,98.0,,,96.0,,
India,IND,2021,200.0,,70.0,,,,1.8,,2021-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,200.0,200.0,,,,,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,22.0,17.0,28.0,71.0,61.0,82.0,1965444.0,,,317000.0,244000.0,400000.0,51000.0,39000.0,64000.0,3.9,3.3,4.5,84.0,,,73.0,,,,,,95.0,,,1.8,,,,,,93.0,,,,,,120000.0,98000.0,140000.0,53037.0,,,76.0,,,73.0,,
India,IND,2022,199.0,,80.0,,,,1.7,,2022-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,199.0,199.0,,,,,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,22.0,18.0,28.0,81.0,70.0,93.0,2255641.0,,,320000.0,250000.0,399000.0,48000.0,37000.0,61000.0,3.4,2.8,3.9,85.0,,,77.0,,,,,,96.0,,,1.7,,,,,,99.0,,,,,,120000.0,100000.0,150000.0,60421.0,,,76.0,,,80.0,,
Japan,JPN,2000,36.0,5072.0,87.0,45.0,,,1.1,3.0,2000-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,36.0,36.0,,,5072.0,5072.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,4.0,3.9,4.1,66.0,55.0,81.0,39384.0,,,5100.0,5000.0,5200.0,680.0,230.0,1300.0,0.4,0.14,0.8,47.0,,,,,,45.0,,,,,,,,,,,,,,,87.0,77.0,100.0,,,,,,,,,,,,
Japan,JPN,2001,32.0,4879.0,87.0,58.0,,,1.1,3.0,2001-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,32.0,32.0,,,4879.0,4879.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,3.8,3.7,3.8,67.0,56.0,83.0,35489.0,,,4800.0,4700.0,4900.0,580.0,200.0,1200.0,0.35,0.12,0.7,57.0,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,2002,30.0,4664.0,87.0,63.0,,,1.1,3.0,2002-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,30.0,30.0,,,4664.0,4664.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,3.5,3.5,3.6,69.0,57.0,85.0,32828.0,,,4500.0,4400.0,4500.0,510.0,180.0,1000.0,0.31,0.11,0.62,71.0,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,2003,29.0,4558.0,87.0,65.0,,,1.0,3.0,2003-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,29.0,29.0,,,4558.0,4558.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,3.4,3.4,3.5,70.0,58.0,86.0,31638.0,,,4400.0,4300.0,4400.0,450.0,160.0,890.0,0.28,0.1,0.56,72.0,,,,,,65.0,,,,,,,,,31638.0,,,,,,,,,,,,,,,,,,,,
Japan,JPN,2004,27.0,4463.0,87.0,49.0,,,0.92,2.0,2004-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,27.0,27.0,,,4463.0,4463.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,3.4,3.3,3.4,72.0,60.0,88.0,29736.0,,,4300.0,4300.0,4400.0,380.0,130.0,760.0,0.24,0.09,0.48,42.0,,,,,,58.0,,,,,,,,,29736.0,,,,,,,,,,,,,,,,,,,,
Japan,JPN,2005,24.0,4494.0,87.0,51.0,,,0.8,2.0,2005-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,24.0,24.0,,,4494.0,4494.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,3.4,3.3,3.5,73.0,61.0,90.0,27194.0,,,4300.0,4300.0,4400.0,300.0,100.0,590.0,0.2,0.07,0.39,45.0,,,,,,59.0,,,,,,,,,28319.0,,,,,,,,,,,,,,,,,,,,
Japan,JPN,2006,23.0,4419.0,87.0,54.0,,,0.69,2.0,2006-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,23.0,23.0,,,4419.0,4419.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,3.3,3.2,3.4,74.0,62.0,91.0,25304.0,,,4200.0,4100.0,4300.0,230.0,81.0,470.0,0.16,0.05,0.31,45.0,,,,,,53.0,,,,,,,,,26384.0,,,,,,,,,,,,,,,,,,,,
Japan,JPN,2007,22.0,4265.0,87.0,48.0,,,0.35,2.0,2007-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,22.0,22.0,,,4265.0,4265.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,3.2,3.1,3.3,76.0,63.0,93.0,24779.0,,,4100.0,4000.0,4200.0,120.0,85.0,150.0,0.08,0.06,0.1,38.0,,,,,,46.0,,,64.0,,,0.35,,,25311.0,,,,,,,,,,,,,,,30.0,,,26.0,,
Japan,JPN,2008,22.0,4119.0,87.0,51.0,,,0.49,2.0,2008-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,22.0,22.0,,,4119.0,4119.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,3.1,3.1,3.2,77.0,64.0,95.0,24181.0,,,4000.0,3900.0,4100.0,150.0,110.0,200.0,0.11,0.08,0.13,44.0,,,,,,48.0,,,56.0,,,0.49,,,24760.0,,,,,,87.0,77.0,100.0,,,,,,,,,,,,
Japan,JPN,2009,21.0,3955.0,87.0,56.0,,,0.59,2.0,2009-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,21.0,21.0,,,3955.0,3955.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,3.0,2.9,3.0,78.0,65.0,96.0,23631.0,,,3800.0,3700.0,3900.0,180.0,61.0,350.0,0.12,0.04,0.25,48.0,,,,,,52.0,,,51.0,,,0.42,,,24170.0,,,,,,,,,,,,0.0,,,,,,,,
Japan,JPN,2010,20.0,3908.0,87.0,56.0,,,0.6,2.0,2010-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,20.0,20.0,,,3908.0,3908.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,3.0,2.9,3.1,79.0,66.0,98.0,22693.0,,,3800.0,3700.0,3900.0,170.0,59.0,340.0,0.12,0.04,0.24,47.0,,,,,,52.0,,,52.0,,,0.44,,,23261.0,,,,,,,,,,,,,,,54.0,,,39.0,,
Japan,JPN,2011,20.0,3901.0,87.0,55.0,,,0.58,2.0,2011-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,20.0,20.0,,,3901.0,3901.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,2.9,2.8,3.0,80.0,66.0,98.0,22119.0,,,3700.0,3600.0,3800.0,160.0,55.0,320.0,0.11,0.04,0.23,46.0,,,,,,,,,49.0,,,0.67,,,22681.0,,,,,,,,,,,,60.0,,,51.0,,,40.0,,
Japan,JPN,2012,19.0,3814.0,87.0,54.0,,,0.56,1.0,2012-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,19.0,19.0,,,3814.0,3814.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,2.8,2.7,2.9,81.0,67.0,99.0,20857.0,,,3600.0,3500.0,3700.0,140.0,50.0,290.0,0.1,0.04,0.21,49.0,,,,,,,,,16.0,,,1.9,,,21283.0,,,,,,,,,,,,60.0,,,66.0,,,44.0,,
Japan,JPN,2013,18.0,3722.0,87.0,54.0,,,0.51,1.0,2013-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,18.0,18.0,,,3722.0,3722.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,2.7,2.6,2.8,81.0,68.0,100.0,20495.0,,,3400.0,3300.0,3500.0,130.0,44.0,250.0,0.09,0.03,0.18,46.0,,,,,,,,,9.5,,,2.6,,,20495.0,,,,,,,,,,,,,,,57.0,,,34.0,,
Japan,JPN,2014,18.0,3621.0,87.0,53.0,,,0.49,1.0,2014-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,18.0,18.0,,,3621.0,3621.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,2.6,2.5,2.7,82.0,68.0,100.0,19615.0,,,3300.0,3200.0,3400.0,120.0,41.0,230.0,0.09,0.03,0.17,,,,,,,,,,8.5,,,2.7,,,19615.0,,,,,,,,,,,,56.0,,,65.0,,,41.0,,
Japan,JPN,2015,17.0,3563.0,87.0,53.0,,,0.49,1.0,2015-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,17.0,17.0,,,3563.0,3563.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,2.4,2.3,2.5,83.0,69.0,100.0,18280.0,,,3000.0,2900.0,3200.0,110.0,37.0,220.0,0.08,0.03,0.16,,,,,,,,,,8.3,,,2.6,,,,,,,,,,,,480.0,22.0,940.0,,,,69.0,,,41.0,,
Japan,JPN,2016,16.0,3594.0,87.0,70.0,52.0,,0.51,1.0,2016-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,16.0,16.0,,,3594.0,3594.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,2.3,2.2,2.5,83.0,69.0,100.0,17625.0,,,3000.0,2800.0,3100.0,110.0,37.0,210.0,0.08,0.03,0.16,,,,52.0,,,,,,9.1,,,2.8,,,,,,,,,,,,480.0,0.0,970.0,76.0,,,74.0,,,43.0,,
Japan,JPN,2017,15.0,3687.0,87.0,68.0,52.0,,0.52,1.0,2017-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,15.0,15.0,,,3687.0,3687.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,2.9,2.8,3.1,83.0,69.0,100.0,16789.0,,,3700.0,3500.0,3900.0,110.0,36.0,210.0,0.08,0.03,0.16,,,,52.0,,,,,,8.9,,,2.3,,,,,,,,,,,,480.0,0.0,1000.0,,,,78.0,,,46.0,,
Japan,JPN,2018,14.0,3768.0,87.0,66.0,67.0,,0.53,1.0,2018-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,14.0,14.0,,,3768.0,3768.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,2.8,2.6,2.9,83.0,69.0,100.0,15590.0,,,3500.0,3300.0,3700.0,99.0,34.0,200.0,0.07,0.03,0.15,,,,67.0,,,,,,8.3,,,3.4,,,,,,,,,,,,470.0,0.0,1000.0,59.0,,,74.0,,,67.0,,
Japan,JPN,2019,13.0,3852.0,87.0,66.0,,,0.53,1.0,2019-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,13.0,13.0,,,3852.0,3852.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,2.6,2.5,2.8,83.0,69.0,100.0,14460.0,,,3300.0,3100.0,3500.0,92.0,32.0,180.0,0.07,0.02,0.14,,,,57.0,,,,,,6.9,,,2.9,,,,,,,,,,,,450.0,0.0,1000.0,,,,70.0,,,63.0,,
Japan,JPN,2020,12.0,,87.0,,,,0.53,,2020-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,12.0,12.0,,,,,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,2.3,2.1,2.4,83.0,69.0,100.0,12739.0,,,2900.0,2700.0,3100.0,81.0,28.0,160.0,0.06,0.02,0.12,,,,71.0,,,,,,6.9,,,3.5,,,,,,,,,,,,420.0,0.0,970.0,49.0,,,64.0,,,58.0,,
Japan,JPN,2021,11.0,,87.0,,,,0.53,,2021-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,11.0,11.0,,,,,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,2.2,2.1,2.4,83.0,69.0,100.0,11519.0,,,2800.0,2600.0,3000.0,73.0,25.0,150.0,0.06,0.02,0.11,,,,62.0,,,,,,7.4,,,3.4,,,,,,,,,,,,400.0,0.0,950.0,,,,62.0,,,60.0,,
Japan,JPN,2022,9.5,,87.0,,,,0.53,,2022-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,9.5,9.5,,,,,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,2.6,2.4,2.7,83.0,69.0,100.0,10235.0,,,3200.0,3000.0,3400.0,65.0,23.0,130.0,0.05,0.02,0.1,,,,59.0,,,,,,6.2,,,3.6,,,,,,,,,,,,370.0,0.0,930.0,,,,63.0,,,57.0,,
South Korea,KOR,2000,50.0,4758.0,94.0,83.0,,,,16.0,2000-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,50.0,50.0,,,4758.0,4758.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,8.8,8.1,9.5,94.0,87.0,100.0,21782.0,,,4100.0,3800.0,4400.0,,,,,,,60.0,,,,,,83.0,,,,,,,,,,,,,,,87.0,77.0,100.0,,,,,,,,,,,,
South Korea,KOR,2001,85.0,4491.0,94.0,79.0,,,,15.0,2001-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,85.0,85.0,,,4491.0,4491.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,8.1,7.6,8.7,94.0,87.0,100.0,37268.0,,,3800.0,3600.0,4100.0,,,,,,,53.0,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,2002,79.0,4266.0,94.0,83.0,,,,14.0,2002-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,79.0,79.0,,,4266.0,4266.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,8.3,7.8,8.7,94.0,87.0,100.0,34967.0,,,3900.0,3700.0,4100.0,,,,,,,68.0,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,2003,83.0,4039.0,94.0,82.0,,,,12.0,2003-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,83.0,83.0,,,4039.0,4039.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,8.3,7.8,8.8,94.0,87.0,100.0,36891.0,,,3900.0,3700.0,4200.0,,,,,,,69.0,,,,,,82.0,,,0.83,,,,,,40501.0,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,2004,78.0,3832.0,94.0,81.0,,,,10.0,2004-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,78.0,78.0,,,3832.0,3832.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,7.4,6.9,7.9,94.0,87.0,100.0,34707.0,,,3500.0,3300.0,3800.0,,,,,,,71.0,,,,,,80.0,,,,,,,,,41375.0,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,2005,96.0,3697.0,94.0,83.0,,,,9.0,2005-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,96.0,96.0,,,3697.0,3697.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,7.5,6.9,8.1,94.0,87.0,100.0,42892.0,,,3600.0,3300.0,3900.0,,,,,,,75.0,,,,,,83.0,,,,,,,,,46969.0,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,2006,94.0,3557.0,94.0,82.0,,,,8.0,2006-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,94.0,94.0,,,3557.0,3557.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,7.1,6.6,7.6,94.0,87.0,100.0,42082.0,,,3400.0,3200.0,3700.0,,,,,,,72.0,,,,,,81.0,,,,,,,,,46284.0,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,2007,93.0,3415.0,94.0,83.0,,,,7.0,2007-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,93.0,93.0,,,3415.0,3415.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,6.2,5.8,6.6,94.0,87.0,100.0,41858.0,,,3000.0,2800.0,3200.0,,,,,,,72.0,,,,,,82.0,,,,,,,,,45597.0,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,2008,90.0,3269.0,94.0,84.0,,,,6.0,2008-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,90.0,90.0,,,3269.0,3269.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,6.0,5.6,6.4,94.0,87.0,100.0,40554.0,,,2900.0,2700.0,3100.0,,,,,,,76.0,,,,,,84.0,,,,,,,,,44170.0,,,,,,87.0,77.0,100.0,,,,,,,,,,,,
South Korea,KOR,2009,95.0,3173.0,94.0,83.0,,,,6.0,2009-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,95.0,95.0,,,3173.0,3173.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,5.8,5.5,6.2,94.0,87.0,100.0,43318.0,,,2800.0,2700.0,3000.0,,,,,,,71.0,,,,,,83.0,,,,,,,,,47299.0,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,2010,97.0,3149.0,94.0,89.0,,,,5.0,2010-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,97.0,97.0,,,3149.0,3149.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,6.1,5.7,6.4,94.0,87.0,100.0,44063.0,,,3000.0,2800.0,3100.0,,,,,,,79.0,,,,,,89.0,,,,,,,,,48101.0,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,2011,101.0,3149.0,94.0,81.0,59.0,45.0,,5.0,2011-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,101.0,101.0,,,3149.0,3149.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,6.0,5.7,6.3,94.0,87.0,100.0,46253.0,,,2900.0,2800.0,3100.0,,,,,,,74.0,,,59.0,,,80.0,,,,,,,,,50491.0,,,,,,,,,,,,307.0,,,17.0,,,13.0,,
South Korea,KOR,2012,94.0,3146.0,94.0,81.0,60.0,41.0,,5.0,2012-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,94.0,94.0,,,3146.0,3146.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,6.1,5.8,6.4,94.0,87.0,100.0,43702.0,,,3000.0,2900.0,3200.0,,,,,,,76.0,,,60.0,,,,,,,,,,,,49532.0,,,,,,,,,,,,1212.0,,,,,,,,
South Korea,KOR,2013,89.0,3040.0,94.0,82.0,59.0,56.0,,5.0,2013-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,89.0,89.0,,,3040.0,3040.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,5.4,5.1,5.7,94.0,87.0,100.0,41579.0,,,2700.0,2600.0,2800.0,,,,,,,74.0,,,59.0,,,,,,,,,,,,45292.0,,,,,,,,,,,,951.0,,,70.0,,,43.0,,
South Korea,KOR,2014,85.0,2952.0,94.0,81.0,63.0,59.0,,4.0,2014-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,85.0,85.0,,,2952.0,2952.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,5.4,5.2,5.7,94.0,87.0,100.0,40190.0,,,2800.0,2600.0,2900.0,,,,,,,69.0,,,63.0,,,,,,,,,,,,43088.0,,,,,,,,,,,,856.0,,,100.0,,,54.0,,
South Korea,KOR,2015,79.0,2910.0,94.0,84.0,64.0,64.0,,4.0,2015-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,79.0,79.0,,,2910.0,2910.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,5.2,4.9,5.4,94.0,87.0,100.0,37541.0,,,2600.0,2500.0,2800.0,,,,,,,73.0,,,64.0,,,,,,,,,,,,,,,,,,,,,2000.0,1800.0,2200.0,956.0,,,84.0,,,51.0,,
South Korea,KOR,2016,76.0,2895.0,94.0,84.0,66.0,58.0,,4.0,2016-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,76.0,76.0,,,2895.0,2895.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,5.0,4.8,5.3,94.0,87.0,100.0,36435.0,,,2600.0,2500.0,2700.0,,,,,,,70.0,,,72.0,,,,,,,,,,,,,,,,,,,,,1900.0,1700.0,2100.0,888.0,,,92.0,,,55.0,,
South Korea,KOR,2017,69.0,2980.0,94.0,83.0,73.0,67.0,,3.0,2017-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,69.0,69.0,,,2980.0,2980.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,4.2,4.0,4.4,94.0,87.0,100.0,33467.0,,,2200.0,2100.0,2300.0,,,,,,,77.0,,,73.0,,,,,,,,,,,,,,,,,,,,,1700.0,1500.0,1900.0,809.0,,,93.0,,,61.0,,
South Korea,KOR,2018,64.0,3046.0,94.0,82.0,75.0,60.0,,3.0,2018-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,64.0,64.0,,,3046.0,3046.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,4.1,3.9,4.3,94.0,87.0,100.0,31052.0,,,2100.0,2000.0,2200.0,,,,,,,78.0,,,76.0,,,,,,,,,,,,,,,,,,,,,1500.0,1400.0,1700.0,794.0,,,85.0,,,82.0,,
South Korea,KOR,2019,58.0,3154.0,94.0,82.0,,,,3.0,2019-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,58.0,58.0,,,3154.0,3154.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,3.7,3.5,3.9,94.0,87.0,100.0,27956.0,,,1900.0,1800.0,2000.0,,,,,,,77.0,,,72.0,,,,,,,,,,,,,,,,,,,,,1300.0,1200.0,1500.0,749.0,,,88.0,,,85.0,,
South Korea,KOR,2020,48.0,,94.0,,,,,,2020-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,48.0,48.0,,,,,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,3.1,2.9,3.3,94.0,87.0,100.0,23110.0,,,1600.0,1500.0,1700.0,,,,,,,76.0,,,76.0,,,,,,,,,,,,,,,,,,,,,1100.0,960.0,1200.0,588.0,,,89.0,,,88.0,,
South Korea,KOR,2021,44.0,,94.0,,,,,,2021-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,44.0,44.0,,,,,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,3.3,3.1,3.5,94.0,87.0,100.0,21433.0,,,1700.0,1600.0,1800.0,,,,,,,76.0,,,77.0,,,,,,,,,,,,,,,,,,,,,960.0,860.0,1100.0,654.0,,,82.0,,,72.0,,
South Korea,KOR,2022,39.0,,94.0,,,,,,2022-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,39.0,39.0,,,,,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,2.6,2.5,2.8,94.0,87.0,100.0,19128.0,,,1400.0,1300.0,1500.0,,,,,,,72.0,,,74.0,,,,,,,,,,,,,,,,,,,,,820.0,730.0,910.0,560.0,,,100.0,,,100.0,,
United States,USA,2000,6.6,1319.0,87.0,83.0,,,25.0,5.0,2000-12-31,Tuberculosis,annual,365,incidence_per_100k,估计发病率（每10万人）,6.6,6.6,,,1319.0,1319.0,False,False,,,,Kaggle Tuberculosis / Our World in Data indicators,ok,0.32,0.32,0.33,75.0,63.0,93.0,16310.0,,,910.0,910.0,920.0,5300.0,2400.0,9400.0,1.6,0.76,2.9,,,,,,,83.0,,,,,,,,,,,,,,,87.0,77.0,100.0,,,,,,,,,,,,
